DESCRIPTN,OBJECTID,BLDG_ID,HERITAGE,BINDER,SHAPE.area,SHAPE.len,MAPREF,UNITNUM,STRNUM,STRNAM,BLDGNAM,BLDGAGE,DEVELOPER,ARCHITECT,STRATA,M_BLDGHGT,NUM_B_GRND,NUM_A_GRND,NUM_MEZZ,SQM_SITCVR,SQM_FTPRNT,NUM_RES,SQM_B_GRND,SQM_A_GRND,SQM_RES,SQM_NRES,SQM_XRES,SQM_XNRES,SS_REGDATE,SS_CODE,SS_STATDEC,MOVED,DEMOLISH,SIGNIFICANT
"Built in 1911 by A. Hogg, this Shingle style house features an off-centered recessed front porch with classical columns, and Chicago type windows to the side. The house has a large gabled roof with pent, and a side shed dormers. Archie Hogg was an Alderman in New Westminster, and a building contractor.",2267,1648,Y,3,136.3141,50.6878249680545,3907000,,362,HOSPITAL ST,ARCHIE HOGG HOUSE,1911,ARCHIE  HOGG,,N,0,1,2,0,81.01,81.01,3,81.01,162.02,243.03,0,0,0,19980701080000,Multiple Suites,,0,0,
"This 1911 Pioneer Tent style house features a steeply pitched front gabled roof with a full­width porch. The exterior cladding has been replaced with clapboard siding, while the wooden double hung windows have been retained.",2268,1649,Y,3,100.8905,42.7210603972793,3908000,,364,HOSPITAL ST,,1911,THOMAS CORMACK,,N,0,1,2,0,75.25,75.25,1,75.25,132.39,207.64,0,0,0,,Unknown,,0,0,
"This Craftsman style house, built around 1915, features a moderately pitched gabled roof with large shed dormers. The gabled porch entry has decorative stickwork and plain, slender columns. The front windows are of a palladian design, and are complimented by a 12-glass pane door. Alterations to the original house include the shed dormers, rear additions, and basement.",2269,1656,Y,3,106.6501,42.3256500448057,3919000,,373,HOSPITAL ST,,1915,E.J. NORRIS,,N,0,1,2,0,91.04,91.04,3,91.04,182.09,273.13,0,0,0,19990201080000,Multiple Suites,,0,0,
"Built in 1912, this Neoclassical style cottage has a hipped roof with a gabled dormer, and slightly flared eaves. The recessed front porch has now been enclosed, and a there is a new addition at the rear.",2270,9745,Y,3,100,40,3759503,,339,HOULT ST,,1912,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2006,
"This cottage features a hipped roof with a cross gable projecting over a perpendicular bay window. The main entrance is marked by a gabled vestibule. George and Tom Rennie played lacrosse with the New Westminster Salmonbellies in 1908, which won the Minto Cup from the Montreal Shamrocks in that year. George Rennie then played with the 1908 Canadian Olympic Lacrosse team.",2271,9547,Y,3,100,40,2607000,,230,KEARY ST,,1930,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1993,
"The 'barracks' were built on the 1860 crown grant of Royal Engineer Dr. john Seddall in 1891. Other owners of the property included Thomas Stoddart, H.V. Edmonds, Sidney Stride and William Davies. Regardless of any definite evidence that the building was used as a barracks for the Royal Engineers, it is a unique example of nineteenth century brick rowhousing. Stucco now covers the original wall surfaces.",2272,4333,Y,3,100,40,3456000,,303,KEARY ST,SAPPERS BARRACKS,1891,,SYDNEY STRIDE,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1989,
"Built around 1908, this small cottage features a pyramidal roof with flared eaves, intersecting side gable, and clapboard siding. J. Hamm was an early resident of the house.",2273,9655,Y,3,100,40,3477002,,327,KEARY ST,,1908,,J HAMM HOUSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1994,
"Aluminum siding has been added to this house which has the simple front gabled roof characteristic of the Pioneer Tent style. The full-width porch is covered by a shed roof that is supported by vertical extensions of the exterior walls. James Teskey, an early resident of the house, was a carpenter and a farmer in Langley.",2274,1374,Y,3,82.81575,41.4112983172912,3483000,,332,KEARY ST,,1891,JOSEPH CAMERON,,N,7.06,1,2,0,100.34,100.34,1,95.88,199.83,295.71,0,0,0,,Unknown,,0,0,
"Built around 1907, 333 Keary Street has a side gabled roof with a steeply pitched front cross gable reminiscent of the Western Gothic style. The front entrance is covered by a small gabled pediment ornamented by simple brackets. The house has overlapping asphalt shingles. John Westburg and Nils Roman, both worked for New Westminster Marine and were early residents of the house.",2275,9659,Y,3,100,40,3481001,,333,KEARY ST,,1907,,FRED A MOORE,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,2010,
"Located at 336 Keary Street, this house, built around 1907, features a steeply pitched front gabled roof, and hipped portico cover. The emphasis on vertical forms, characteristic of the Pioneer Tent style, is reinforced by the double hung windows.",2276,9650,Y,3,100,40,3485000,,336,KEARY ST,,1892,,J MCNIVEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1989,
"Built around 1907, this Pioneer Tent style house has a simple gabled roofline, full-width porch supported by classic columns, and overlapping asphalt shingle siding. The widow of James Wood, Mary and her daughter Mable, a teacher at Richard McBride School, lived here around 1910.",2277,1382,Y,3,202.02715,65.9710320999444,3497000,,345,KEARY ST,JAMES WOOD HOUSE,1907,A.B. WOOD,,N,0,1,2,0,65.03,65.03,2,65.03,113.53,178.56,0,0,0,20050601080000,Not Allowed,,0,0,
"Built during the Late Victorian period, the prominent gable of this Queen Anne Cottage is clothed with fishscale and diamond shaped shingles. The decorative turned columnettes over the entrance are reflective of the advancements made in building technology during this period which allowed these special ornamentations to evolve. D. K. McDougall was a painter, and lived here for many years.",2278,1381,Y,3,98.0971,43.0683517587187,3495000,,346,KEARY ST,D. K. MCDOUGALL HOUSE,1908,D.K. MCDOUGALL,,N,0,1,1,0,72.84,72.84,1,72.84,72.84,145.67,0,0,0,,Unknown,,0,0,
"With a water connection date of 1907, this Shingle style house has the characteristic A­frame shape, front gabled roof with pent, and hipped porch cover. Shed dormers were added in 1953. Darwin Ostrom, an early resident of the house, was a conductor on the B. C. Electric Railway.",2279,1641,Y,3,170.25535,57.8429446167314,3896000,,349,KEARY ST,DARWIN OSTROM HOUSE,1907,HARRIET MANN,,N,0,1,2,0,112.23,112.23,2,44.59,195.84,240.43,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),20001106080000,0,0,
"350 Keary Street has a water connection date of 1893. This Pioneer Tent style house has the typical front gabled roof, and symmetrical facade. The side perpendicular bay window, and decorative bargeboards on the front windows reflect a Victorian influence.",2280,1640,Y,3,105.7613,47.3426831190926,3895000,,350,KEARY ST,,1892,ROBERT MCQUARRIE,,N,0,0,2,0,74.32,74.32,1,0,124.12,124.12,0,0,0,,Unknown,,0,0,
"352 Keary Street, built in 1911, has the simple front gabled form of the Pioneer Tent style. Decorative features include diamond and octagonal shaped shingles on the gable, and double hung windows with multi-pane upper sash. An early resident of the house, Charles McCallum, was a carpenter in New Westminster.",2281,1639,Y,3,163.3299,56.3676298264885,3894000,,352,KEARY ST,C.W. McCALLUM HOUSE,1911,C.W. McCALLUM,C.H. CLOW,N,0,1,2,0,72.74,72.74,1,32.7,145.49,178.19,0,0,0,,Unknown,,0,0,
"This house has a low pitched hipped roof. The original house was raised in 1923. Further alterations to the house include the enclosed front porch, perpendicular bay window, aluminum windows, and synthetic siding. Henry A. Watson, a teamster at B. K. Milling Co., lived in the house around 1913.",2282,1626,Y,3,115.04065,48.4930548849342,3881000,,369,KEARY ST,,1891,W.H. KEARY,SHARP & MACLURE,N,0,1,1,0,95.41,95.41,1,95.41,95.41,190.82,0,0,0,,Unknown,,0,0,
"This 1907 example of the Pioneer Tent style features a cross gabled roof, shed roof dormer, and a wrap porch with a hipped cover resting on Tuscan columns. James McEwen was a teamster, lumberman, and laborer at different points in his life. Alterations to the house have been sensitive in retaining the integrity of the style.",2283,1624,Y,3,125.56775,48.0937326425494,3878000,,372,KEARY ST,JAMES McEWEN HOUSE,1907,JAMES McEWEN,,N,0,1,2,0,73.58,73.58,2,32.05,147.16,179.21,0,0,0,19981101080000,Registered Unauthorized (Pre-1998),,0,0,
"373 Keary Street has a water connection date of 1895. It has a simple rectangular plan, and a pyramidal hipped roof. Alterations to the house include the new siding and roofing materials, and the front porch. Harry A. Watson, a labourer, and Peter Osborne, a painter, were early residents of the house.",2284,1625,Y,3,118.6699,48.4230431668367,3879000,,373,KEARY ST,,1891,W.H. KEARY,SHARP & MACLURE,N,0,1,1,0,88.26,88.26,1,88.26,88.26,176.52,0,0,0,,Unknown,,0,0,
"Built around the turn of the century, this house has a simple rectangular plan, and a pyramidal hipped roof. Alterations to the house include new roofing and siding material. William Hayman, who lived in the house from 1911, was an inspector with the City.",2285,1622,Y,3,154.0347,62.0628124608289,3875000,,375,KEARY ST,,1891,W. H. KEARY,SHARP & MACLURE,N,5.21,1,2,0,126.35,126.35,1,53.79,163.7,217.49,0,0,0,,Unknown,,0,0,
"This 1912 house shows the low pitched hipped roof with slightly flared and overhanging eave line typical of the Prairie Box style. The front portico has a hipped cover, supported by Tuscan columns. The triple windows to the one side, and the single fixed window on the other side are inlaid with leaded glass. Albert Miller was a carpenter who worked for Miller & Jewhurst - home builders and contractors.",2286,738,Y,3,97.9639,39.6634432055988,2769000,,415,KELLY ST,ALBERT MILLER HOUSE,1912,BODDY & RAINEY,,N,0,1,2,0,81.38,81.38,1,79.53,155.06,234.58,0,0,0,,Unknown,,0,0,
"This 1910 Shingle style house has the typical A-frame shape, and shed dormers. The front gable has square butt shingles, while the remaining facade is covered with clapboard. The partial-width front porch has a hipped roof cover supported by Tuscan columns.",2287,736,Y,3,108.92575,42.8683999746752,2767000,,419,KELLY ST,,1910,MRS. A. MILLER,,N,0,1,2,0,74.97,74.97,1,74.51,120.59,195.1,0,0,0,,Unknown,,0,0,
"This 1931 house has a pyramidal hipped roof with a matching entrance cover supported by, plain columns. This Edwardian house has a rectangular floor plan and clapboard siding.",2288,796,Y,3,153.53185,73.7501566372253,2833000,,446,KELLY ST,,1931,MRS. M.D. CLAY,,N,0,1,1,0,93.55,93.55,2,56.58,93.55,150.13,0,0,0,19981101080000,Registered Unauthorized (Pre-1998),,0,0,
"Built in 1915, this example of the Cassie Box shows the typical hipped roof, and rectangular facade. The influence of the Arts and Crafts movement is evident in the exposed rafters. The second storey features a row of six pane windows spanning the entire front of the facade. The front porch of this duplex is recessed under the main roofline, and is supported by plain columns.",2289,765,Y,3,164.25175,51.5028653385721,2802000,,447,KELLY ST,,1915,A.A. KOEPKOE,,N,0,0,2,0,131.92,126.35,4,0,246.38,246.38,0,0,0,19980701080000,Multiple Suites,,0,0,
"Built in 1912, this Craftsman Bungalow combines the hipped roof and flared eaves of the Prairie style with the open rafters, projecting brackets, and exposed beams of the Arts and Crafts movement. The house has gabled dormers, slant and perpendicular bays, as well as a full-width recessed front porch which is supported by tapered piers.",2290,1020,Y,3,168.3021,56.6865733185504,3092000,,509,KELLY ST,,1912,MARY RAINEY,,N,0,1,1,0,112.6,112.6,1,112.6,112.6,225.2,0,0,0,,Unknown,,0,0,
"This house on Kennedy Street shows the typical Shingle style, A-frame shape with a side shed dormer, but Boughen's design borrows elements from other popular styles of the time. The upper porch, set into the gable and cutting the roof line, acknowledges the Chalet style. The false rafter ends, cut into decorative shapes and added under the eave overhang, show a secondary influence from the Craftsman style. It was built in 1911 for H. Way, carpenter.",2291,11355,Y,2,99.99958685,39.9999173704169,6427000,,820,KENNEDY ST,,1911,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1992,
This house was built in 1911 at a cost of $910. It has been changed over the years. Additions have created its present form of a cross hipped roof with a front entrance on each wing.,2292,3415,Y,2,151.4624,57.1027362121819,6429000,,822,KENNEDY ST,J.A. MCGUFFIN HOUSE,1911,J.OHN S. MCGUFFIN,,N,0,1,1,0,95.78,95.78,1,94.76,95.78,190.54,0,0,0,,Unknown,,0,0,
"This Cottage shows features typical of the earlier Edwardian Eclectic style. With its hipped roof, one storey bay on each side of the facade, and a partial width porch set between the fenestration, the emphasis of Edwardian designs on solid symmetrical proportions and classic details is most evident. James Aitchison was a tailor in New Westminster.",2293,5763,Y,3,100,40,3581000,,309,KNOX ST,,1911,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1996,
"Built around 1894, this house had a pyramidal roof. Later, a large intersecting gable was added at the front of the house and the front porch recessed under the gabled roof line. Weatherboard siding and octagonal shingles on the gable clad the exterior of the house. William Munday, an early resident of the house, was a lather.",2294,5780,Y,3,100,40,3581000,,311,KNOX ST,,1894,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1996,
"336 Knox Street features a pyramidal hipped roof and a rectangular floor plan. Alterations to the facade include new siding and roofing material, and aluminum window.",2295,1390,Y,3,84.77275,40.2232854248724,3599000,,336,KNOX ST,,1912,GEORGE COULSON,,N,0,1,1,0,63.64,63.64,1,60.39,63.64,124.03,0,0,0,,Unknown,,0,0,
"34 Leopold Place, a Craftsman cottage, was moved from 23 Columbia Street in 1936 by G. Coulson. Coulson also owned 36 Leopold Place at that time. 36 Leopold Place, a Craftsman bungalow, was originally the home of Dr. F.P. Smith, a dentist. The shingled exterior, broad sweeping roof planes, and deep verandah supported by elephantine columns, combined with the honest expression of materials were all part of the Arts and Crafts movement first popularized in the U.S. by The Craftsman Magazine (1901-1916). It is interesting to note the stepped lot placement of these two Craftsman houses. In January 1990, the house occupying 36 Leopold Place was relocated to a vacant lot at 50 Leopold Place in order to avoid demolition for a proposed apartment project. The cottage was rehabilitated and renovated and is in good condition. 34 Leopold Place is proposed for demolition to clear the property for the same apartment project.",2296,11714,Y,Sup,70.4065853,33.9160760874022,,,34,LEOPOLD PL,,1908,,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unknown,,0,1981,
"36 Leopold Place moved to 50 Leopold Place - 34 Leopold Place, a Craftsman cottage, was moved from 23 Columbia Street in 1936 by G. Coulson. Coulson also owned 36 Leopold Place at that time. 36 Leopold Place, a Craftsman bungalow, was originally the home of Dr. F.P. Smith, a dentist. The shingled exterior, broad sweeping roof planes, and deep verandah supported by elephantine columns, combined with the honest expression of materials were all part of the Arts and Crafts movement first popularized in the U.S. by The Craftsman Magazine (1901-1916). It is interesting to note the stepped lot placement of these two Craftsman houses. In January 1990, the house occupying 36 Leopold Place was relocated to a vacant lot at 50 Leopold Place in order to avoid demolition for a proposed apartment project. The cottage was rehabilitated and renovated and is in good condition. 34 Leopold Place is proposed for demolition to clear the property for the same apartment project.",2297,135,Y,Sup,147.3579,50.7394187168286,520000,,50,LEOPOLD PL,,1908,F.P. SMITH,,N,6.81,1,2,0,92.72,92.72,2,77.39,183.67,261.06,0,0,0,19980701080000,Registered Unauthorized (Pre-1998),20040204080000,1989,0,
"This house was built around 1889 and features a cross gabled roof and partial-width entry porch. The exterior has been stuccoed. It was the home of Thomas Gifford, Provincial Legislature member.",2298,2856,Y,2,151.4794515,51.358312744877,5448000,,305,LIVERPOOL ST,,1889,,,N,0,1,2,0,105.35,105.35,1,104.42,152.73,257.16,0,0,0,,Unknown,,0,0,
"Thomas Stoddard Jr. was the owner of this house in 1911-13 and James Stoddard 1920-23. The front gabled roof line suggests the earlier Pioneer Tent style. Alterations include the stucco exterior, decorative shutters, windows, and porch.",2299,11264,Y,2,99.99958685,39.999917370417,5451000,,309,LIVERPOOL ST,,1923,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,1990,
This house has a cross gabled roof with a flat roofed addition to one side. Thomas Stoddard Sr. lived here in 1892. Many additions were made in 1909. T. Stoddard Jr. was the listed owner in 1923. His son James moved into 309 Liverpool Street a few years earlier.,2300,2862,Y,2,162.78705,55.6393481550743,5453000,,315,LIVERPOOL ST,,1909,MRS. STODDARD,,N,7.5,1,2,0,146.23,137.31,2,126.72,195.19,321.91,0,0,0,19981101080000,Registered Unauthorized (Pre-1998),,0,0,
